Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
CA-2023-000285,2023-10-06,2023-10-13,Second Class,CUS-0019,Customer 75,Consumer,Miami,Florida,East,PROD-0285,Furniture,Tables,Dining Table,6465.76,10,0.5,1437.58
CA-2020-000286,2020-09-19,2020-09-25,First Class,CUS-0082,Customer 125,Corporate,Spokane,Washington,West,PROD-0286,Office Supplies,Labels,Shipping Labels,98.04,4,0.0,34.32
CA-2020-000287,2020-01-10,2020-01-13,Second Class,CUS-0093,Customer 35,Corporate,Orlando,Florida,East,PROD-0287,Technology,Machines,Lenovo ThinkPad,3874.05,4,0.4,148.53
CA-2022-000288,2022-09-24,2022-09-29,First Class,CUS-0036,Customer 138,Corporate,Memphis,Tennessee,South,PROD-0288,Office Supplies,Fasteners,Binder Clips,78.55,2,0.0,25.21
CA-2023-000289,2023-04-06,2023-04-11,Standard Class,CUS-0142,Customer 67,Home Office,Los Angeles,California,West,PROD-0289,Furniture,Bookcases,Corner Bookcase,7414.35,7,0.1,2618.39
CA-2020-000290,2020-10-01,2020-10-05,First Class,CUS-0003,Customer 170,Consumer,Orlando,Florida,East,PROD-0290,Office Supplies,Paper,Notepad,564.46,9,0.4,46.25
CA-2022-000291,2022-09-17,2022-09-20,Second Class,CUS-0068,Customer 95,Home Office,Jackson,Mississippi,South,PROD-0291,Furniture,Tables,Dining Table,203.17,1,0.5,3.23
CA-2020-000292,2020-03-22,2020-03-28,Standard Class,CUS-0068,Customer 149,Corporate,Grand Rapids,Michigan,Central,PROD-0292,Furniture,Chairs,Executive Chair,1173.67,6,0.2,372.57
CA-2022-000293,2022-11-24,2022-11-27,Standard Class,CUS-0091,Customer 89,Home Office,Memphis,Tennessee,South,PROD-0293,Office Supplies,Paper,Legal Paper,1226.43,7,0.1,194.0
CA-2020-000294,2020-06-06,2020-06-11,Second Class,CUS-0155,Customer 184,Consumer,Spokane,Washington,West,PROD-0294,Technology,Copiers,Xerox Machine,2903.65,5,0.0,-61.91
CA-2022-000295,2022-09-08,2022-09-10,Same Day,CUS-0012,Customer 33,Home Office,Dallas,Texas,Central,PROD-0295,Furniture,Tables,Side Table,1954.47,10,0.4,-173.51
CA-2020-000296,2020-12-06,2020-12-09,Standard Class,CUS-0145,Customer 164,Consumer,Albany,New York,East,PROD-0296,Office Supplies,Paper,Legal Paper,190.34,3,0.4,38.01
CA-2021-000297,2021-03-25,2021-04-01,Second Class,CUS-0131,Customer 68,Corporate,Savannah,Georgia,East,PROD-0297,Furniture,Bookcases,5-Shelf Bookcase,6588.22,7,0.0,1394.11
CA-2020-000298,2020-08-10,2020-08-11,Second Class,CUS-0156,Customer 25,Corporate,Spokane,Washington,West,PROD-0298,Furniture,Bookcases,3-Shelf Bookcase,1996.31,4,0.4,625.36
CA-2023-000299,2023-05-20,2023-05-25,Second Class,CUS-0095,Customer 12,Home Office,San Francisco,California,West,PROD-0299,Furniture,Furnishings,Lamp,813.45,1,0.4,130.98
CA-2022-000300,2022-05-21,2022-05-23,Standard Class,CUS-0022,Customer 73,Corporate,Savannah,Georgia,East,PROD-0300,Office Supplies,Paper,Notepad,441.19,5,0.1,156.64
CA-2023-000301,2023-03-29,2023-04-03,Standard Class,CUS-0177,Customer 81,Home Office,Chicago,Illinois,Central,PROD-0301,Office Supplies,Paper,Notepad,127.62,2,0.4,29.0
CA-2023-000302,2023-03-02,2023-03-05,Same Day,CUS-0106,Customer 142,Corporate,Savannah,Georgia,East,PROD-0302,Technology,Machines,HP Laptop,4176.05,10,0.4,1158.8
CA-2023-000303,2023-12-15,2023-12-19,First Class,CUS-0115,Customer 180,Corporate,Grand Rapids,Michigan,Central,PROD-0303,Office Supplies,Binders,3-Ring Binder,515.17,3,0.0,141.11
CA-2023-000304,2023-07-26,2023-07-27,Same Day,CUS-0112,Customer 23,Consumer,New Orleans,Louisiana,South,PROD-0304,Furniture,Chairs,Executive Chair,1252.56,2,0.5,454.59
CA-2022-000305,2022-03-31,2022-04-05,Same Day,CUS-0045,Customer 164,Consumer,Austin,Texas,Central,PROD-0305,Furniture,Bookcases,5-Shelf Bookcase,4509.51,9,0.0,1681.41
CA-2023-000306,2023-06-13,2023-06-15,Second Class,CUS-0023,Customer 71,Consumer,Miami,Florida,East,PROD-0306,Technology,Copiers,Canon Copier,847.53,1,0.0,328.69
CA-2020-000307,2020-07-03,2020-07-08,Standard Class,CUS-0071,Customer 58,Home Office,Jackson,Mississippi,South,PROD-0307,Technology,Machines,MacBook,5274.67,5,0.3,388.94
CA-2022-000308,2022-11-02,2022-11-03,Same Day,CUS-0030,Customer 132,Consumer,Montgomery,Alabama,South,PROD-0308,Office Supplies,Storage,Filing Cabinet,137.63,9,0.2,9.63
CA-2023-000309,2023-10-27,2023-10-31,Same Day,CUS-0018,Customer 98,Corporate,Nashville,Tennessee,South,PROD-0309,Technology,Machines,MacBook,8758.21,10,0.5,-366.67
CA-2023-000310,2023-12-06,2023-12-13,Standard Class,CUS-0192,Customer 88,Corporate,Orlando,Florida,East,PROD-0310,Office Supplies,Storage,Drawer Organizer,267.05,5,0.0,26.56
CA-2021-000311,2021-01-09,2021-01-15,First Class,CUS-0062,Customer 68,Home Office,Columbus,Ohio,Central,PROD-0311,Furniture,Tables,Side Table,2874.96,4,0.1,50.11
CA-2020-000312,2020-06-09,2020-06-15,Standard Class,CUS-0096,Customer 159,Consumer,Miami,Florida,East,PROD-0312,Furniture,Tables,Dining Table,7674.86,8,0.0,2486.7
CA-2022-000313,2022-03-25,2022-03-27,First Class,CUS-0139,Customer 9,Home Office,Detroit,Michigan,Central,PROD-0313,Technology,Copiers,Xerox Machine,2585.06,10,0.4,359.74
CA-2021-000314,2021-10-08,2021-10-14,Same Day,CUS-0026,Customer 84,Home Office,Atlanta,Georgia,East,PROD-0314,Office Supplies,Art,Sketch Pad,6.57,1,0.1,0.59
CA-2022-000315,2022-01-19,2022-01-21,First Class,CUS-0096,Customer 94,Corporate,Springfield,Illinois,Central,PROD-0315,Technology,Machines,Dell Desktop,4622.87,8,0.4,1157.36
CA-2021-000316,2021-04-27,2021-05-02,First Class,CUS-0190,Customer 39,Consumer,Philadelphia,Pennsylvania,East,PROD-0316,Technology,Machines,MacBook,10970.54,7,0.1,-297.06
CA-2022-000317,2022-09-23,2022-09-26,First Class,CUS-0177,Customer 42,Home Office,Nashville,Tennessee,South,PROD-0317,Technology,Phones,iPhone 14,6059.25,5,0.0,601.08
CA-2021-000318,2021-06-16,2021-06-19,First Class,CUS-0106,Customer 32,Home Office,Montgomery,Alabama,South,PROD-0318,Furniture,Tables,Study Desk,4245.55,6,0.2,305.98
CA-2022-000319,2022-07-04,2022-07-05,Same Day,CUS-0038,Customer 43,Home Office,Cleveland,Ohio,Central,PROD-0319,Technology,Accessories,Keyboard,4566.08,7,0.5,985.62
CA-2021-000320,2021-04-12,2021-04-15,First Class,CUS-0102,Customer 70,Consumer,Birmingham,Alabama,South,PROD-0320,Office Supplies,Art,Sketch Pad,635.22,6,0.2,128.75
CA-2021-000321,2021-04-25,2021-05-01,Second Class,CUS-0102,Customer 27,Consumer,Jackson,Mississippi,South,PROD-0321,Technology,Machines,MacBook,9463.94,5,0.0,50.02
CA-2020-000322,2020-07-31,2020-08-03,Standard Class,CUS-0064,Customer 189,Home Office,San Francisco,California,West,PROD-0322,Furniture,Chairs,Visitor Chair,1904.3,10,0.4,104.14
CA-2023-000323,2023-09-20,2023-09-23,Standard Class,CUS-0139,Customer 70,Consumer,Philadelphia,Pennsylvania,East,PROD-0323,Technology,Copiers,Xerox Machine,5266.9,6,0.5,2040.88
CA-2021-000324,2021-12-12,2021-12-16,First Class,CUS-0094,Customer 106,Home Office,Savannah,Georgia,East,PROD-0324,Office Supplies,Binders,3-Ring Binder,443.61,9,0.0,53.65
CA-2021-000325,2021-08-10,2021-08-14,First Class,CUS-0123,Customer 77,Consumer,San Diego,California,West,PROD-0325,Technology,Accessories,Headphones,967.37,9,0.5,361.29
CA-2022-000326,2022-04-23,2022-04-28,Second Class,CUS-0166,Customer 100,Corporate,Albany,New York,East,PROD-0326,Furniture,Furnishings,Rug,4568.57,7,0.0,1176.27
CA-2021-000327,2021-08-06,2021-08-12,First Class,CUS-0018,Customer 47,Home Office,Las Vegas,Nevada,West,PROD-0327,Technology,Accessories,Headphones,8941.62,9,0.4,-53.65
CA-2021-000328,2021-01-19,2021-01-22,Same Day,CUS-0027,Customer 73,Home Office,Memphis,Tennessee,South,PROD-0328,Furniture,Bookcases,5-Shelf Bookcase,313.01,1,0.0,-2.2
CA-2022-000329,2022-10-07,2022-10-09,Standard Class,CUS-0119,Customer 179,Consumer,Seattle,Washington,West,PROD-0329,Technology,Accessories,Webcam,2869.31,6,0.5,1144.8
CA-2023-000330,2023-01-17,2023-01-21,Standard Class,CUS-0004,Customer 32,Corporate,Buffalo,New York,East,PROD-0330,Furniture,Bookcases,5-Shelf Bookcase,885.77,3,0.2,273.37
CA-2020-000331,2020-07-11,2020-07-16,Same Day,CUS-0041,Customer 162,Consumer,Jackson,Mississippi,South,PROD-0331,Office Supplies,Storage,Filing Cabinet,311.04,4,0.2,114.5
CA-2021-000332,2021-02-10,2021-02-13,First Class,CUS-0061,Customer 163,Home Office,Eugene,Oregon,West,PROD-0332,Office Supplies,Labels,File Labels,156.07,1,0.1,60.34
CA-2021-000333,2021-05-12,2021-05-13,Same Day,CUS-0040,Customer 96,Consumer,Tampa,Florida,East,PROD-0333,Technology,Machines,HP Laptop,622.97,1,0.5,152.13
CA-2020-000334,2020-05-02,2020-05-05,Standard Class,CUS-0060,Customer 82,Home Office,Montgomery,Alabama,South,PROD-0334,Furniture,Tables,Dining Table,3245.58,3,0.0,-120.37
CA-2022-000335,2022-01-03,2022-01-09,Same Day,CUS-0113,Customer 144,Home Office,Jackson,Mississippi,South,PROD-0335,Office Supplies,Fasteners,Binder Clips,161.66,3,0.0,23.06
CA-2021-000336,2021-07-17,2021-07-24,Same Day,CUS-0040,Customer 116,Home Office,Orlando,Florida,East,PROD-0336,Technology,Copiers,Canon Copier,18460.53,10,0.0,-1210.3
CA-2020-000337,2020-02-08,2020-02-13,Second Class,CUS-0017,Customer 169,Home Office,Montgomery,Alabama,South,PROD-0337,Technology,Machines,Lenovo ThinkPad,8622.88,6,0.1,520.37
CA-2023-000338,2023-08-05,2023-08-08,Same Day,CUS-0034,Customer 46,Corporate,Biloxi,Mississippi,South,PROD-0338,Office Supplies,Binders,3-Ring Binder,47.54,2,0.0,-3.71
CA-2023-000339,2023-09-09,2023-09-13,Same Day,CUS-0057,Customer 156,Consumer,Jackson,Mississippi,South,PROD-0339,Furniture,Tables,Conference Table,7009.62,9,0.2,-528.93
CA-2022-000340,2022-01-09,2022-01-14,Standard Class,CUS-0069,Customer 136,Corporate,Atlanta,Georgia,East,PROD-0340,Office Supplies,Labels,Address Labels,1157.07,7,0.0,360.8
CA-2022-000341,2022-12-24,2022-12-28,Second Class,CUS-0046,Customer 143,Consumer,Seattle,Washington,West,PROD-0341,Furniture,Chairs,Gaming Chair,1333.32,4,0.1,246.68
CA-2020-000342,2020-08-01,2020-08-03,Same Day,CUS-0137,Customer 154,Home Office,Eugene,Oregon,West,PROD-0342,Office Supplies,Paper,Notepad,235.71,3,0.3,53.92
CA-2021-000343,2021-10-24,2021-10-29,Same Day,CUS-0141,Customer 191,Home Office,Cleveland,Ohio,Central,PROD-0343,Technology,Machines,Lenovo ThinkPad,4369.18,4,0.1,382.44
CA-2021-000344,2021-08-05,2021-08-10,Standard Class,CUS-0057,Customer 55,Home Office,Nashville,Tennessee,South,PROD-0344,Technology,Machines,MacBook,905.36,1,0.2,-87.56
CA-2020-000345,2020-11-15,2020-11-17,First Class,CUS-0077,Customer 24,Corporate,New York City,New York,East,PROD-0345,Technology,Phones,OnePlus,3873.37,5,0.1,63.9
CA-2020-000346,2020-12-20,2020-12-24,Same Day,CUS-0077,Customer 10,Corporate,Albany,New York,East,PROD-0346,Office Supplies,Binders,Report Cover,1648.05,10,0.0,325.68
CA-2022-000347,2022-05-03,2022-05-10,Same Day,CUS-0155,Customer 3,Corporate,San Francisco,California,West,PROD-0347,Office Supplies,Paper,Notepad,314.3,2,0.1,86.07
CA-2021-000348,2021-10-31,2021-11-05,Second Class,CUS-0193,Customer 153,Corporate,Portland,Oregon,West,PROD-0348,Office Supplies,Fasteners,Rubber Bands,83.7,4,0.4,32.27
CA-2020-000349,2020-09-27,2020-09-30,Second Class,CUS-0068,Customer 22,Corporate,Savannah,Georgia,East,PROD-0349,Office Supplies,Paper,A4 Paper,195.58,2,0.0,34.05
CA-2022-000350,2022-09-26,2022-09-30,Second Class,CUS-0069,Customer 199,Home Office,Pittsburgh,Pennsylvania,East,PROD-0350,Technology,Copiers,Xerox Machine,4976.81,10,0.1,105.3
CA-2021-000351,2021-01-25,2021-01-28,First Class,CUS-0044,Customer 90,Corporate,Reno,Nevada,West,PROD-0351,Technology,Machines,HP Laptop,7613.87,6,0.0,2168.74
CA-2023-000352,2023-11-04,2023-11-07,Second Class,CUS-0014,Customer 63,Consumer,Atlanta,Georgia,East,PROD-0352,Office Supplies,Binders,Report Cover,458.27,3,0.0,-20.08
CA-2022-000353,2022-08-22,2022-08-23,Same Day,CUS-0134,Customer 193,Corporate,Portland,Oregon,West,PROD-0353,Office Supplies,Storage,Filing Cabinet,247.09,6,0.1,0.47
CA-2021-000354,2021-06-07,2021-06-09,Standard Class,CUS-0168,Customer 3,Home Office,Buffalo,New York,East,PROD-0354,Technology,Copiers,Xerox Machine,568.98,1,0.2,-41.8
CA-2021-000355,2021-04-18,2021-04-22,Same Day,CUS-0125,Customer 153,Corporate,Houston,Texas,Central,PROD-0355,Furniture,Furnishings,Rug,13205.31,9,0.0,4647.42
CA-2022-000356,2022-12-20,2022-12-23,Second Class,CUS-0176,Customer 91,Consumer,Atlanta,Georgia,East,PROD-0356,Office Supplies,Labels,Address Labels,603.22,6,0.0,-54.78
CA-2020-000357,2020-03-01,2020-03-06,Same Day,CUS-0169,Customer 36,Corporate,Austin,Texas,Central,PROD-0357,Technology,Machines,Dell Desktop,2121.17,5,0.3,739.41
CA-2023-000358,2023-05-24,2023-05-27,First Class,CUS-0149,Customer 139,Corporate,Jackson,Mississippi,South,PROD-0358,Furniture,Furnishings,Curtains,6185.72,8,0.1,1399.43
CA-2021-000359,2021-10-12,2021-10-13,Second Class,CUS-0038,Customer 187,Consumer,Springfield,Illinois,Central,PROD-0359,Office Supplies,Storage,Storage Box,980.35,9,0.0,-7.78
CA-2020-000360,2020-11-07,2020-11-14,First Class,CUS-0157,Customer 158,Home Office,Baton Rouge,Louisiana,South,PROD-0360,Furniture,Bookcases,3-Shelf Bookcase,997.92,4,0.0,-86.72
CA-2020-000361,2020-10-01,2020-10-06,Same Day,CUS-0100,Customer 126,Consumer,Buffalo,New York,East,PROD-0361,Technology,Accessories,Keyboard,7306.42,10,0.3,-58.54
CA-2021-000362,2021-07-06,2021-07-10,Standard Class,CUS-0017,Customer 46,Corporate,Philadelphia,Pennsylvania,East,PROD-0362,Technology,Accessories,Keyboard,5530.54,4,0.1,1542.4
CA-2020-000363,2020-03-26,2020-03-31,Same Day,CUS-0191,Customer 147,Corporate,Detroit,Michigan,Central,PROD-0363,Technology,Copiers,Xerox Machine,6284.72,7,0.4,1293.1
CA-2022-000364,2022-11-28,2022-12-03,Second Class,CUS-0133,Customer 196,Consumer,Reno,Nevada,West,PROD-0364,Office Supplies,Paper,A4 Paper,1377.93,7,0.0,246.44
CA-2022-000365,2022-08-02,2022-08-04,First Class,CUS-0037,Customer 119,Corporate,Grand Rapids,Michigan,Central,PROD-0365,Office Supplies,Labels,Address Labels,436.88,7,0.0,107.03
CA-2021-000366,2021-10-24,2021-10-28,Same Day,CUS-0024,Customer 65,Corporate,Seattle,Washington,West,PROD-0366,Office Supplies,Binders,3-Ring Binder,35.89,1,0.1,12.25
CA-2020-000367,2020-06-23,2020-06-28,First Class,CUS-0098,Customer 12,Corporate,San Diego,California,West,PROD-0367,Technology,Accessories,Mouse,10558.61,7,0.0,943.3
CA-2022-000368,2022-05-09,2022-05-12,Standard Class,CUS-0047,Customer 31,Consumer,Philadelphia,Pennsylvania,East,PROD-0368,Furniture,Bookcases,Corner Bookcase,2805.57,5,0.5,124.54
CA-2023-000369,2023-01-18,2023-01-25,Same Day,CUS-0151,Customer 169,Corporate,Dallas,Texas,Central,PROD-0369,Furniture,Tables,Conference Table,475.59,1,0.5,9.01
CA-2023-000370,2023-06-23,2023-06-29,First Class,CUS-0038,Customer 15,Consumer,Birmingham,Alabama,South,PROD-0370,Technology,Copiers,HP Printer,13577.37,9,0.1,-1025.64
CA-2021-000371,2021-11-09,2021-11-10,First Class,CUS-0073,Customer 157,Home Office,Albany,New York,East,PROD-0371,Office Supplies,Art,Markers,26.23,1,0.0,-0.51
CA-2021-000372,2021-10-23,2021-10-26,First Class,CUS-0017,Customer 75,Consumer,New Orleans,Louisiana,South,PROD-0372,Office Supplies,Fasteners,Paper Clips,692.8,7,0.4,222.84
CA-2023-000373,2023-11-26,2023-11-28,Second Class,CUS-0177,Customer 155,Home Office,Cleveland,Ohio,Central,PROD-0373,Technology,Accessories,Mouse,3047.32,10,0.0,432.21
CA-2022-000374,2022-11-30,2022-12-06,Same Day,CUS-0060,Customer 182,Consumer,Cleveland,Ohio,Central,PROD-0374,Office Supplies,Art,Sketch Pad,808.31,8,0.0,276.31
CA-2021-000375,2021-02-28,2021-03-07,Standard Class,CUS-0090,Customer 144,Home Office,San Francisco,California,West,PROD-0375,Technology,Accessories,Mouse,11989.06,10,0.4,-926.2
CA-2021-000376,2021-09-06,2021-09-11,First Class,CUS-0086,Customer 88,Consumer,Orlando,Florida,East,PROD-0376,Office Supplies,Storage,Storage Box,613.49,9,0.0,-26.43
CA-2022-000377,2022-08-29,2022-09-05,Same Day,CUS-0118,Customer 138,Home Office,Orlando,Florida,East,PROD-0377,Technology,Phones,iPhone 14,681.09,1,0.5,-15.19
CA-2021-000378,2021-03-02,2021-03-07,Standard Class,CUS-0039,Customer 72,Home Office,Eugene,Oregon,West,PROD-0378,Technology,Copiers,HP Printer,6884.49,6,0.3,-460.53
CA-2021-000379,2021-09-23,2021-09-29,Standard Class,CUS-0128,Customer 61,Home Office,Atlanta,Georgia,East,PROD-0379,Furniture,Bookcases,3-Shelf Bookcase,5250.12,6,0.2,561.42
CA-2020-000380,2020-03-17,2020-03-24,First Class,CUS-0124,Customer 129,Consumer,Miami,Florida,East,PROD-0380,Technology,Copiers,HP Printer,3688.07,4,0.5,564.26
CA-2022-000381,2022-11-23,2022-11-29,Standard Class,CUS-0183,Customer 134,Consumer,Baton Rouge,Louisiana,South,PROD-0381,Furniture,Tables,Study Desk,1161.79,3,0.0,150.67
CA-2020-000382,2020-07-30,2020-08-04,Standard Class,CUS-0054,Customer 83,Corporate,San Francisco,California,West,PROD-0382,Furniture,Chairs,Gaming Chair,525.89,5,0.2,115.39
CA-2021-000383,2021-07-12,2021-07-14,Standard Class,CUS-0144,Customer 132,Home Office,Cleveland,Ohio,Central,PROD-0383,Furniture,Tables,Study Desk,1449.27,3,0.0,549.49
CA-2023-000384,2023-03-21,2023-03-23,First Class,CUS-0013,Customer 34,Home Office,Columbus,Ohio,Central,PROD-0384,Furniture,Tables,Study Desk,419.45,3,0.3,71.43
CA-2022-000385,2022-03-13,2022-03-15,Same Day,CUS-0080,Customer 86,Consumer,Las Vegas,Nevada,West,PROD-0385,Furniture,Furnishings,Lamp,6738.93,10,0.5,1402.76
CA-2022-000386,2022-07-22,2022-07-25,Standard Class,CUS-0158,Customer 67,Corporate,Albany,New York,East,PROD-0386,Furniture,Chairs,Visitor Chair,5463.1,8,0.1,-153.73
CA-2020-000387,2020-05-13,2020-05-17,Standard Class,CUS-0073,Customer 197,Corporate,Cleveland,Ohio,Central,PROD-0387,Technology,Copiers,Canon Copier,832.59,2,0.5,268.83
CA-2021-000388,2021-09-10,2021-09-15,Standard Class,CUS-0063,Customer 141,Home Office,Montgomery,Alabama,South,PROD-0388,Technology,Accessories,Mouse,4423.05,8,0.4,85.31
CA-2022-000389,2022-06-10,2022-06-15,Same Day,CUS-0172,Customer 20,Home Office,Portland,Oregon,West,PROD-0389,Furniture,Furnishings,Clock,4656.62,6,0.1,-62.67
CA-2022-000390,2022-06-30,2022-07-02,Standard Class,CUS-0176,Customer 153,Home Office,Reno,Nevada,West,PROD-0390,Office Supplies,Fasteners,Rubber Bands,956.99,5,0.0,190.57
CA-2020-000391,2020-10-27,2020-11-02,Standard Class,CUS-0148,Customer 115,Consumer,Los Angeles,California,West,PROD-0391,Technology,Machines,MacBook,2436.85,3,0.2,231.48
CA-2020-000392,2020-07-01,2020-07-06,First Class,CUS-0076,Customer 16,Home Office,Cleveland,Ohio,Central,PROD-0392,Furniture,Tables,Study Desk,573.65,1,0.4,185.76
CA-2022-000393,2022-06-03,2022-06-09,Second Class,CUS-0104,Customer 98,Consumer,Dallas,Texas,Central,PROD-0393,Technology,Phones,Samsung Galaxy,6367.78,10,0.3,1629.43
CA-2022-000394,2022-01-07,2022-01-14,Same Day,CUS-0019,Customer 166,Home Office,Jackson,Mississippi,South,PROD-0394,Technology,Accessories,Keyboard,3343.77,7,0.0,-109.88
CA-2022-000395,2022-07-22,2022-07-29,Same Day,CUS-0109,Customer 142,Consumer,Jackson,Mississippi,South,PROD-0395,Furniture,Tables,Side Table,14024.35,10,0.0,1783.86
CA-2023-000396,2023-03-29,2023-04-02,Standard Class,CUS-0140,Customer 148,Home Office,Pittsburgh,Pennsylvania,East,PROD-0396,Technology,Copiers,HP Printer,4741.87,4,0.2,499.88
CA-2023-000397,2023-11-15,2023-11-16,Same Day,CUS-0021,Customer 134,Home Office,New Orleans,Louisiana,South,PROD-0397,Technology,Phones,Samsung Galaxy,3634.4,3,0.2,481.44
CA-2021-000398,2021-12-04,2021-12-09,Standard Class,CUS-0085,Customer 108,Home Office,Montgomery,Alabama,South,PROD-0398,Office Supplies,Labels,Address Labels,48.21,1,0.5,9.01
CA-2023-000399,2023-02-28,2023-03-03,First Class,CUS-0169,Customer 75,Home Office,Albany,New York,East,PROD-0399,Technology,Machines,Lenovo ThinkPad,1332.74,1,0.0,248.46
CA-2021-000400,2021-07-23,2021-07-26,Standard Class,CUS-0004,Customer 190,Consumer,Detroit,Michigan,Central,PROD-0400,Office Supplies,Paper,A4 Paper,300.19,3,0.2,98.74
CA-2022-000401,2022-09-20,2022-09-22,Second Class,CUS-0038,Customer 153,Corporate,New Orleans,Louisiana,South,PROD-0401,Furniture,Tables,Dining Table,8232.97,9,0.3,3227.62
CA-2021-000402,2021-03-07,2021-03-12,Second Class,CUS-0030,Customer 14,Home Office,Biloxi,Mississippi,South,PROD-0402,Furniture,Furnishings,Clock,845.07,6,0.2,234.71
CA-2022-000403,2022-02-16,2022-02-22,Second Class,CUS-0112,Customer 4,Home Office,Baton Rouge,Louisiana,South,PROD-0403,Furniture,Furnishings,Clock,5350.98,7,0.0,884.09
CA-2022-000404,2022-06-03,2022-06-08,First Class,CUS-0066,Customer 168,Home Office,Houston,Texas,Central,PROD-0404,Technology,Copiers,HP Printer,3211.77,5,0.2,967.25
CA-2021-000405,2021-10-03,2021-10-08,Second Class,CUS-0026,Customer 135,Home Office,Pittsburgh,Pennsylvania,East,PROD-0405,Office Supplies,Binders,Presentation Binder,136.2,1,0.0,-12.81
CA-2020-000406,2020-02-18,2020-02-23,Standard Class,CUS-0164,Customer 32,Consumer,Orlando,Florida,East,PROD-0406,Furniture,Furnishings,Rug,323.34,2,0.1,121.33
CA-2021-000407,2021-06-02,2021-06-05,Second Class,CUS-0071,Customer 197,Consumer,Atlanta,Georgia,East,PROD-0407,Office Supplies,Labels,Address Labels,1070.35,8,0.0,234.82
CA-2022-000408,2022-03-06,2022-03-09,Same Day,CUS-0018,Customer 126,Consumer,Buffalo,New York,East,PROD-0408,Technology,Machines,Lenovo ThinkPad,531.86,1,0.2,-5.87
CA-2021-000409,2021-03-23,2021-03-28,Same Day,CUS-0019,Customer 19,Home Office,Birmingham,Alabama,South,PROD-0409,Furniture,Furnishings,Curtains,2204.24,2,0.2,-106.59
CA-2020-000410,2020-03-18,2020-03-24,Standard Class,CUS-0148,Customer 1,Consumer,Montgomery,Alabama,South,PROD-0410,Office Supplies,Fasteners,Binder Clips,279.08,7,0.3,98.32
CA-2023-000411,2023-01-11,2023-01-13,Standard Class,CUS-0138,Customer 92,Home Office,Memphis,Tennessee,South,PROD-0411,Office Supplies,Fasteners,Rubber Bands,39.98,1,0.5,-1.58
CA-2020-000412,2020-06-13,2020-06-20,First Class,CUS-0046,Customer 142,Home Office,San Francisco,California,West,PROD-0412,Technology,Machines,MacBook,10040.42,8,0.2,2248.01
CA-2022-000413,2022-09-23,2022-09-24,First Class,CUS-0007,Customer 185,Home Office,Detroit,Michigan,Central,PROD-0413,Furniture,Furnishings,Curtains,9035.63,8,0.0,-742.28
CA-2020-000414,2020-02-03,2020-02-04,Same Day,CUS-0055,Customer 168,Corporate,Montgomery,Alabama,South,PROD-0414,Office Supplies,Storage,Filing Cabinet,95.58,6,0.0,9.82
CA-2022-000415,2022-09-28,2022-10-04,Second Class,CUS-0167,Customer 34,Consumer,Philadelphia,Pennsylvania,East,PROD-0415,Office Supplies,Paper,Notepad,96.89,1,0.0,2.07
CA-2023-000416,2023-04-25,2023-04-26,Second Class,CUS-0052,Customer 110,Home Office,Dallas,Texas,Central,PROD-0416,Furniture,Tables,Conference Table,467.73,2,0.1,-32.01
CA-2023-000417,2023-04-29,2023-05-01,Standard Class,CUS-0107,Customer 44,Consumer,Spokane,Washington,West,PROD-0417,Technology,Copiers,HP Printer,1506.24,6,0.2,-44.26
CA-2023-000418,2023-07-18,2023-07-23,Standard Class,CUS-0021,Customer 2,Consumer,Jackson,Mississippi,South,PROD-0418,Office Supplies,Art,Pencils,1096.51,7,0.0,372.61
CA-2021-000419,2021-02-26,2021-02-28,Second Class,CUS-0045,Customer 157,Home Office,Grand Rapids,Michigan,Central,PROD-0419,Furniture,Tables,Conference Table,2496.96,5,0.4,49.01
CA-2021-000420,2021-12-13,2021-12-17,First Class,CUS-0136,Customer 25,Home Office,Atlanta,Georgia,East,PROD-0420,Office Supplies,Labels,File Labels,102.38,1,0.1,-4.22
CA-2020-000421,2020-08-18,2020-08-25,Second Class,CUS-0041,Customer 172,Consumer,Biloxi,Mississippi,South,PROD-0421,Office Supplies,Art,Pencils,207.93,3,0.5,30.93
CA-2023-000422,2023-06-17,2023-06-24,First Class,CUS-0046,Customer 41,Corporate,Springfield,Illinois,Central,PROD-0422,Furniture,Chairs,Gaming Chair,1285.16,8,0.0,465.78
CA-2022-000423,2022-05-08,2022-05-10,First Class,CUS-0026,Customer 61,Home Office,Spokane,Washington,West,PROD-0423,Furniture,Furnishings,Lamp,2532.53,6,0.0,159.72
CA-2020-000424,2020-04-21,2020-04-25,Same Day,CUS-0096,Customer 35,Corporate,Jackson,Mississippi,South,PROD-0424,Office Supplies,Binders,3-Ring Binder,70.73,3,0.5,-0.78
CA-2023-000425,2023-11-18,2023-11-23,Standard Class,CUS-0118,Customer 108,Consumer,Springfield,Illinois,Central,PROD-0425,Technology,Accessories,Headphones,705.09,1,0.0,229.74
CA-2020-000426,2020-06-26,2020-06-30,Second Class,CUS-0119,Customer 72,Home Office,Chicago,Illinois,Central,PROD-0426,Furniture,Bookcases,5-Shelf Bookcase,6357.68,9,0.1,1244.77
